,rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,weight
314,315,15062,Shadows over Camelot,3,7,70.0,60,80,2005.0,7.15164,7.03257,21653,10.0,"Co-operative Play, Hand Management, Partnerships, Player Elimination, Set Collection, Variable Player Powers",26340,"Adventure, Deduction, Fantasy, Medieval, Mythology","Bruno Cathala, Serge Laget",2.5645
315,316,150,PitchCar,2,8,30.0,30,30,1995.0,7.24189,7.03084,7987,6.0,Modular Board,8093,"Action / Dexterity, Children's Game, Party Game, Racing, Sports",Jean du Poël,1.127
317,318,97842,Last Will,2,5,60.0,45,75,2011.0,7.24854,7.02713,7296,13.0,"Action Point Allowance System, Hand Management, Worker Placement",8452,"Card Game, Economic, Humor",Vladimír Suchý,2.6914
318,319,155987,Abyss,2,4,45.0,30,60,2014.0,7.31396,7.02585,6236,14.0,"Auction/Bidding, Card Drafting, Hand Management, Press Your Luck, Set Collection",7656,"Card Game, Mythology, Science Fiction","Bruno Cathala, Charles Chevallier",2.3513
319,320,39938,Carson City,2,5,90.0,90,90,2009.0,7.29154,7.024,5978,12.0,"Area Control / Area Influence, Dice Rolling, Tile Placement, Worker Placement",5254,"American West, City Building, Economic",Xavier Georges,3.1836
320,321,155703,Evolution,2,6,60.0,60,60,2014.0,7.2486,7.02393,8625,12.0,"Hand Management, Simultaneous Action Selection, Take That",12259,"Animals, Card Game, Environmental, Prehistoric, Print & Play","Dominic Crapuchettes, Dmitry Knorre, Sergey Machin",2.4568
321,322,9674,Ingenious,1,4,45.0,45,45,2004.0,7.15892,7.02365,13507,10.0,"Hand Management, Partnerships, Pattern Building, Tile Placement",15258,Abstract Strategy,Reiner Knizia,1.9234
324,325,15363,Nexus Ops,2,4,90.0,90,90,2005.0,7.2483,7.01889,7835,12.0,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board",10174,"Exploration, Fighting, Science Fiction, Wargame","Charlie Catino, Steven Kimball",2.2241
326,327,18,RoboRally,2,8,82.5,45,120,1994.0,7.12982,7.01518,20203,12.0,"Action / Movement Programming, Grid Movement, Modular Board, Simultaneous Action Selection",23505,"Maze, Miniatures, Racing, Science Fiction",Richard Garfield,2.4339
329,330,133473,Sushi Go!,2,5,15.0,15,15,2013.0,7.1265,7.01325,21335,8.0,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection",36652,Card Game,Phil Walker-Harding,1.17
330,331,22827,StarCraft: The Board Game,2,6,210.0,180,240,2007.0,7.34288,7.01258,6315,12.0,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Modular Board, Variable Player Powers",7715,"Civilization, Fighting, Miniatures, Science Fiction, Space Exploration, Territory Building, Video Game Theme, Wargame","Corey Konieczka, Christian T. Petersen",3.8236
331,332,42776,Gears of War: The Board Game,1,4,120.0,60,180,2011.0,7.48445,7.01133,4012,13.0,"Area Movement, Campaign / Battle Card Driven, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",6470,"Fighting, Miniatures, Science Fiction, Video Game Theme",Corey Konieczka,2.8763
333,334,192457,Cry Havoc,2,4,90.0,60,120,2016.0,7.48854,7.00959,3738,10.0,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Hand Management, Variable Player Powers",6480,"Fighting, Miniatures, Science Fiction, Wargame","Grant Rodiek, Micha? Oracz, Micha? Walczak",3.2059
334,335,2346,DVONN,2,2,30.0,30,30,2001.0,7.44092,7.00636,3791,9.0,Grid Movement,4869,Abstract Strategy,Kris Burm,2.6836
335,336,159508,AquaSphere,2,4,100.0,100,100,2014.0,7.34571,7.00351,4774,12.0,"Area Control / Area Influence, Area Movement, Modular Board",8029,"Nautical, Science Fiction",Stefan Feld,3.6986
337,338,21790,Thurn and Taxis,2,4,60.0,60,60,2006.0,7.12287,7.00213,15746,13.0,"Card Drafting, Hand Management, Route/Network Building, Set Collection",17444,"Renaissance, Transportation","Andreas Seyfarth, Karen Seyfarth",2.2635
338,339,134726,Smash Up: Awesome Level 9000,2,2,45.0,45,45,2013.0,7.35299,7.00171,5462,12.0,"Area Control / Area Influence, Hand Management, Take That, Variable Player Powers",14555,"Card Game, Fantasy, Horror, Humor, Pirates, Prehistoric, Science Fiction, Spies/Secret Agents",Paul Peterson,2.1265
342,343,20437,Lords of Vegas,2,4,60.0,60,60,2010.0,7.33101,6.99751,4947,12.0,"Area Control / Area Influence, Dice Rolling, Tile Placement, Trading",6681,"City Building, Dice, Economic","James Ernest, Mike Selinker",2.3487
343,344,191862,Imhotep,2,4,40.0,40,40,2016.0,7.29058,6.99713,5856,10.0,"Area Control / Area Influence, Modular Board, Set Collection",8472,Ancient,Phil Walker-Harding,2.0246
344,345,27746,Colosseum,3,5,75.0,60,90,2007.0,7.22657,6.99327,7411,10.0,"Auction/Bidding, Dice Rolling, Roll / Spin and Move, Set Collection, Trading",8275,"Ancient, Negotiation","Wolfgang Kramer, Markus Lübke",2.7543
347,348,50750,Belfort,2,5,120.0,120,120,2011.0,7.30753,6.99231,5176,12.0,"Area Control / Area Influence, Card Drafting, Hand Management, Worker Placement",6063,"City Building, Economic, Fantasy","Jay Cormier, Sen-Foong Lim",3.0483
348,349,140934,Arboretum,2,4,30.0,30,30,2015.0,7.35791,6.98975,4468,8.0,"Hand Management, Set Collection, Tile Placement",6442,Card Game,Dan Cassar,2.1796
349,350,65532,Defenders of the Realm,1,4,90.0,90,90,2010.0,7.36459,6.98637,4770,13.0,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",6247,"Adventure, Fantasy, Fighting, Miniatures",Richard Launius,2.7152
351,352,31730,Chicago Express,2,6,60.0,60,60,2007.0,7.23222,6.98342,6312,12.0,"Auction/Bidding, Route/Network Building, Stock Holding",6942,"Economic, Post-Napoleonic, Trains, Transportation",Harry Wu,2.7927
352,353,209778,Magic Maze,1,8,9.0,3,15,2017.0,7.37026,6.98293,4497,8.0,"Co-operative Play, Grid Movement, Tile Placement, Variable Player Powers",7625,"Exploration, Fantasy, Humor, Maze, Party Game, Real-time",Kasper Lapp,1.7463
354,355,58281,Summoner Wars,2,4,45.0,30,60,2009.0,7.31824,6.98224,5333,9.0,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Take That, Variable Player Powers",4981,"Card Game, Fantasy, Fighting",Colby Dauch,2.3031
357,358,121408,Trains,2,4,45.0,45,45,2012.0,7.23044,6.97852,6360,12.0,"Deck / Pool Building, Hand Management, Route/Network Building",8517,"Card Game, Territory Building, Trains",Hisashi Hayashi,2.3934
358,359,47,Chinatown,3,5,60.0,60,60,1999.0,7.23932,6.97695,6269,12.0,"Set Collection, Tile Placement, Trading",7350,"City Building, Economic, Negotiation",Karsten Hartwig,2.2957
360,361,131357,Coup,2,6,15.0,15,15,2012.0,7.08788,6.97398,24125,9.0,"Memory, Player Elimination, Take That, Variable Player Powers",39006,"Bluffing, Card Game, Deduction, Party Game, Political",Rikki Tahta,1.4327
362,363,143519,Quantum,2,4,60.0,60,60,2013.0,7.33121,6.97126,4784,13.0,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",6037,"Dice, Fighting, Science Fiction, Space Exploration",Eric Zimmerman,2.4645
363,364,166384,Spyfall,3,8,15.0,15,15,2014.0,7.10834,6.97013,12567,12.0,"Role Playing, Voting",18541,"Bluffing, Deduction, Humor, Party Game, Spies/Secret Agents",Alexandr Ushan,1.2775
364,365,11,Bohnanza,2,7,45.0,45,45,1997.0,7.05927,6.96914,30420,13.0,"Hand Management, Set Collection, Trading",43174,"Card Game, Farming, Negotiation",Uwe Rosenberg,1.6775
369,370,30869,Thebes,2,4,60.0,60,60,2007.0,7.17319,6.96503,8018,8.0,"Point to Point Movement, Time Track",9403,"Ancient, Exploration, Travel",Peter Prinz,2.1636
370,371,1353,Time's Up!,4,18,90.0,90,90,1999.0,7.34153,6.96403,4131,12.0,"Acting, Memory, Partnerships",4150,"Humor, Party Game",Peter Sarrett,1.22
372,373,372,Schotten Totten,2,2,20.0,20,20,1999.0,7.31075,6.96134,4501,8.0,"Hand Management, Set Collection",6472,"Card Game, Deduction",Reiner Knizia,1.7229
375,376,155624,Specter Ops,2,5,75.0,60,90,2015.0,7.35968,6.95894,4087,13.0,"Dice Rolling, Grid Movement, Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",6931,"Deduction, Fighting, Miniatures, Science Fiction, Spies/Secret Agents",Emerson Matsuuchi,2.3942
377,378,153938,Camel Up,2,8,25.0,20,30,2014.0,7.09816,6.95751,14821,8.0,"Betting/Wagering, Dice Rolling, Roll / Spin and Move",19618,"Animals, Dice, Racing",Steffen Bogen,1.4868
378,379,183251,Karuba,2,4,35.0,30,40,2015.0,7.2926,6.95693,4878,8.0,"Simultaneous Action Selection, Tile Placement",6939,Puzzle,Rüdiger Dorn,1.5046
382,383,113997,Tajemnicze Domostwo,2,7,45.0,30,60,2013.0,7.34072,6.94986,4114,8.0,"Co-operative Play, Hand Management",4014,"Deduction, Murder/Mystery","Oleksandr Nevskiy, Oleg Sidorenko",1.8708
383,384,4390,Carcassonne: Hunters and Gatherers,2,5,37.5,30,45,2002.0,7.14063,6.94909,9870,8.0,"Area Control / Area Influence, Tile Placement",12246,Prehistoric,Klaus-Jürgen Wrede,1.9206
384,385,42215,Tobago,2,4,60.0,60,60,2009.0,7.1301,6.94895,8757,13.0,"Grid Movement, Hand Management, Modular Board, Press Your Luck",9801,"Adventure, Exploration",Bruce Allen,2.1213
385,386,20963,Fury of Dracula (second edition),2,5,180.0,180,180,2005.0,7.17738,6.94747,8391,10.0,"Dice Rolling, Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",9039,"Adventure, Deduction, Fighting, Horror, Novel-based","Stephen Hand, Kevin Wilson",2.9462
390,391,6249,Alhambra,2,6,52.5,45,60,2003.0,7.03511,6.94172,22813,8.0,"Card Drafting, Hand Management, Set Collection, Tile Placement",26826,"Arabian, City Building, Medieval",Dirk Henn,2.1166
391,392,126792,Myrmes,2,4,90.0,60,120,2012.0,7.33062,6.94134,4062,13.0,"Action Point Allowance System, Grid Movement, Route/Network Building, Worker Placement",5295,"Animals, Environmental, Farming",Yoann Levet,3.4286
392,393,12942,No Thanks!,3,7,25.0,20,30,2004.0,7.04228,6.94081,15827,8.0,"Auction/Bidding, Press Your Luck, Set Collection",20798,Card Game,Thorsten Gimmler,1.1497
394,395,88,Torres,2,4,60.0,60,60,1999.0,7.17304,6.93859,7361,12.0,"Action Point Allowance System, Area Control / Area Influence, Area Enclosure, Grid Movement, Hand Management, Tile Placement",9253,"Abstract Strategy, Medieval","Michael Kiesling, Wolfgang Kramer",2.8834
395,396,160499,King of New York,2,6,40.0,40,40,2014.0,7.1194,6.93735,9920,10.0,"Area Control / Area Influence, Area Movement, Card Drafting, Dice Rolling, Player Elimination, Press Your Luck",15829,"Dice, Fighting, Movies / TV / Radio theme, Science Fiction",Richard Garfield,1.8468
396,397,28023,Jamaica,2,6,45.0,30,60,2007.0,7.0916,6.93704,11859,8.0,"Dice Rolling, Hand Management, Simultaneous Action Selection",15872,"Nautical, Pirates, Racing, Transportation","Malcolm Braff, Bruno Cathala, Sébastien Pauchon",1.6433
397,398,15364,Vegas Showdown,3,5,75.0,75,75,2005.0,7.21256,6.93688,5592,12.0,"Auction/Bidding, Route/Network Building, Tile Placement",6405,Economic,Henry Stern,2.3585
398,399,3201,Lord of the Rings: The Confrontation,2,2,30.0,30,30,2002.0,7.21453,6.93622,6011,12.0,"Area Movement, Hand Management, Memory, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers",7023,"Adventure, Bluffing, Deduction, Fantasy, Movies / TV / Radio theme, Novel-based",Reiner Knizia,2.192
399,400,91312,Discworld: Ankh-Morpork,2,4,60.0,60,60,2011.0,7.19823,6.93591,7467,11.0,"Area Control / Area Influence, Dice Rolling, Hand Management, Take That, Variable Player Powers",9093,"City Building, Fantasy, Novel-based",Martin Wallace,2.2183
400,401,148575,Marvel Dice Masters: Avengers vs. X-Men,2,2,60.0,60,60,2014.0,7.27738,6.93561,4977,14.0,"Deck / Pool Building, Dice Rolling, Variable Player Powers",9239,"Collectible Components, Comic Book / Strip, Dice, Fighting","Mike Elliott, Eric M. Lang",2.2887
402,403,30380,Cuba,2,5,97.5,75,120,2007.0,7.1676,6.93424,7182,10.0,"Auction/Bidding, Hand Management, Variable Phase Order, Voting",7440,"Economic, Farming","Michael Rieneck, Stefan Stadler",3.2736
403,404,21763,Mr. Jack,2,2,30.0,30,30,2006.0,7.07491,6.9333,12556,9.0,"Grid Movement, Variable Player Powers",14985,"Deduction, Murder/Mystery","Bruno Cathala, Ludovic Maublanc",2.189
404,405,113294,Escape: The Curse of the Temple,1,5,10.0,10,10,2012.0,7.07496,6.93274,12675,8.0,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Tile Placement",16425,"Adventure, Dice, Electronic, Exploration, Real-time",Kristian Amundsen Østby,1.4773
405,406,172308,Broom Service,2,5,52.5,30,75,2015.0,7.26363,6.93228,4656,10.0,"Pick-up and Deliver, Press Your Luck, Simultaneous Action Selection",7910,"Card Game, Fantasy","Andreas Pelikan, Alexander Pfister",2.4034
406,407,194607,Mystic Vale,2,4,45.0,45,45,2016.0,7.31209,6.9308,4457,14.0,"Deck / Pool Building, Press Your Luck",6979,"Card Game, Fantasy",John D. Clair,2.3
407,408,24508,Taluva,2,4,45.0,45,45,2006.0,7.18729,6.93017,6411,8.0,"Modular Board, Tile Placement",6461,"City Building, Territory Building",Marcel-André Casasola Merkle,2.277
408,409,10547,Betrayal at House on the Hill,3,6,60.0,60,60,2004.0,7.11727,6.92973,25385,12.0,"Co-operative Play, Dice Rolling, Modular Board, Partnerships, Player Elimination, Role Playing, Storytelling, Variable Player Powers",37916,"Adventure, Exploration, Horror, Miniatures","Rob Daviau, Bruce Glassco, Bill McQuillan, Mike Selinker, Teeuwynn Woodruff",2.3648
411,412,162007,Steampunk Rally,2,8,52.5,45,60,2015.0,7.36,6.92505,3762,14.0,"Card Drafting, Dice Rolling, Modular Board, Simultaneous Action Selection, Variable Player Powers",5909,"Racing, Science Fiction",Orin Bishop,2.5192
412,413,171,Chess,2,2,60.0,60,60,1475.0,7.08996,6.92431,21824,6.0,Grid Movement,29209,Abstract Strategy,(Uncredited),3.7513
415,416,110277,Among the Stars,2,4,30.0,30,30,2012.0,7.19549,6.92213,5544,12.0,"Card Drafting, Simultaneous Action Selection, Tile Placement, Variable Player Powers",7885,"Card Game, City Building, Science Fiction",Vangelis Bagiartakis,2.2325
416,417,68425,Eminent Domain,2,4,45.0,45,45,2011.0,7.11919,6.92099,7889,10.0,"Card Drafting, Deck / Pool Building, Hand Management, Variable Phase Order",10773,"Card Game, Civilization, Science Fiction, Space Exploration",Seth Jaffee,2.503
417,418,156009,Port Royal,2,5,35.0,20,50,2014.0,7.16483,6.9206,6928,8.0,"Card Drafting, Press Your Luck, Set Collection",10641,"Card Game, Nautical, Pirates",Alexander Pfister,1.5879
418,419,180974,Potion Explosion,2,4,45.0,30,60,2015.0,7.22566,6.91602,5583,8.0,"Pattern Recognition, Set Collection, Take That",8969,"Fantasy, Puzzle","Stefano Castelli, Andrea Crespi, Lorenzo Silva",1.7156
424,425,37904,Formula D,2,10,60.0,60,60,2008.0,7.05235,6.90939,13321,8.0,"Dice Rolling, Grid Movement, Player Elimination, Press Your Luck, Roll / Spin and Move, Simulation",17841,"Racing, Sports","Laurent Lavaur, Eric Randall",1.9971
425,426,103886,Star Wars: The Card Game,2,2,60.0,60,60,2012.0,7.3146,6.90834,4558,10.0,"Hand Management, Variable Player Powers",8589,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction",Eric M. Lang,2.9455
426,427,168584,Love Letter: Batman,2,4,20.0,20,20,2015.0,7.34799,6.90416,3842,10.0,"Hand Management, Player Elimination",7397,"Card Game, Deduction",Seiji Kanai,1.2193
428,429,41002,Vasco da Gama,2,4,90.0,60,120,2009.0,7.29816,6.90337,3861,12.0,"Action / Movement Programming, Press Your Luck, Tile Placement, Worker Placement",4353,"Nautical, Renaissance",Paolo Mori,3.2416
431,432,22345,Yspahan,2,4,52.5,45,60,2006.0,7.11882,6.90144,7180,8.0,"Area Control / Area Influence, Dice Rolling",6941,"Dice, Economic",Sébastien Pauchon,2.3665
433,434,123540,Tokaido,2,5,45.0,45,45,2012.0,7.06837,6.89968,12804,8.0,"Point to Point Movement, Set Collection, Time Track, Variable Player Powers",19210,Travel,Antoine Bauza,1.769
436,437,47185,Warhammer: Invasion,2,2,45.0,45,45,2009.0,7.25772,6.89823,5184,13.0,"Hand Management, Variable Player Powers",6888,"Card Game, Collectible Components, Fantasy, Fighting, Mythology",Eric M. Lang,2.7266
437,438,503,Through the Desert,2,5,45.0,45,45,1998.0,7.04325,6.89786,10882,10.0,"Area Enclosure, Route/Network Building",11100,"Abstract Strategy, Animals, Arabian",Reiner Knizia,2.2148
440,441,46,Medici,2,6,60.0,60,60,1995.0,7.14876,6.8959,6057,10.0,"Auction/Bidding, Press Your Luck, Set Collection",6256,Renaissance,Reiner Knizia,2.2775
442,443,43528,World Without End,2,4,105.0,90,120,2009.0,7.29218,6.89321,3890,12.0,Hand Management,5693,"Economic, Medieval, Novel-based, Religious","Michael Rieneck, Stefan Stadler",2.8168
445,446,13004,The Downfall of Pompeii,2,4,45.0,45,45,2004.0,7.13019,6.89131,6320,10.0,"Grid Movement, Hand Management, Tile Placement",6680,Ancient,Klaus-Jürgen Wrede,1.8464
448,449,107529,Kingdom Builder,2,4,45.0,45,45,2011.0,7.01306,6.88881,14679,8.0,"Area Control / Area Influence, Area Enclosure, Modular Board, Route/Network Building",18391,"Medieval, Territory Building",Donald X. Vaccarino,2.0713
449,450,156336,Onirim (second edition),1,2,15.0,15,15,2014.0,7.26019,6.88681,4348,14.0,"Card Drafting, Co-operative Play, Hand Management, Set Collection",7372,"Card Game, Exploration, Fantasy",Shadi Torbey,1.6077
450,451,73761,K2,1,5,45.0,30,60,2010.0,7.12174,6.88616,6952,8.0,"Hand Management, Player Elimination, Point to Point Movement, Simultaneous Action Selection",7267,"Exploration, Sports",Adam Ka?u?a,2.2727
452,453,146278,Tash-Kalar: Arena of Legends,2,4,45.0,30,60,2013.0,7.23745,6.88285,4440,13.0,"Area Control / Area Influence, Grid Movement, Hand Management, Partnerships, Pattern Building, Tile Placement, Variable Player Powers",6015,"Abstract Strategy, Card Game, Fantasy, Fighting",Vlaada Chvátil,2.8333
454,455,91872,Dungeons & Dragons: The Legend of Drizzt Board Game,1,5,60.0,60,60,2011.0,7.31255,6.88148,4496,12.0,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing",9158,"Adventure, Exploration, Fantasy, Fighting, Miniatures, Novel-based",Peter Lee,2.624
459,460,143741,BANG! The Dice Game,3,8,15.0,15,15,2013.0,7.0232,6.87692,12675,8.0,"Dice Rolling, Partnerships, Player Elimination, Press Your Luck, Variable Player Powers",19884,"American West, Bluffing, Deduction, Dice, Fighting, Party Game","Michael Palm, Lukas Zach",1.2875
460,461,30957,Tribune: Primus Inter Pares,2,5,60.0,60,60,2007.0,7.24712,6.87681,4047,12.0,"Auction/Bidding, Card Drafting, Hand Management, Set Collection, Worker Placement",4350,"Ancient, Political",Karl-Heinz Schmiel,2.8815
461,462,94,Union Pacific,2,6,90.0,90,90,1999.0,7.23981,6.87486,3993,12.0,"Card Drafting, Route/Network Building, Stock Holding",4039,"Economic, Trains",Alan R. Moon,2.55
464,465,100423,Elder Sign,1,8,90.0,90,90,2011.0,7.01261,6.87047,16984,13.0,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",26841,"Adventure, Card Game, Dice, Fantasy, Fighting, Horror, Novel-based","Richard Launius, Kevin Wilson",2.3534
465,466,92415,Skull,3,6,45.0,45,45,2011.0,7.1069,6.86948,6807,14.0,"Auction/Bidding, Hand Management, Player Elimination",9257,"Bluffing, Card Game",Hervé Marly,1.1648
469,470,163602,XCOM: The Board Game,1,4,90.0,60,120,2015.0,7.15504,6.86411,5812,14.0,"Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",9064,"Dice, Electronic, Miniatures, Real-time, Science Fiction, Video Game Theme",Eric M. Lang,2.9106
471,472,137269,Spyrium,2,5,75.0,75,75,2013.0,7.14962,6.85923,4928,12.0,Worker Placement,6438,"City Building, Economic, Industry / Manufacturing, Science Fiction",William Attia,2.898
473,474,12962,Reef Encounter,2,4,90.0,60,120,2004.0,7.15939,6.85785,4668,10.0,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Hand Management, Tile Placement",5251,"Animals, Environmental, Territory Building",Richard Breese,3.6742
476,477,5782,Coloretto,2,5,30.0,30,30,2003.0,6.96606,6.85338,14613,8.0,"Card Drafting, Press Your Luck, Set Collection",18302,"Animals, Card Game",Michael Schacht,1.2899
478,479,168435,Between Two Cities,1,7,20.0,20,20,2015.0,7.10018,6.85091,6169,8.0,"Card Drafting, Partnerships, Set Collection, Tile Placement",8033,"City Building, Negotiation","Matthew O'Malley, Morten Monrad Pedersen, Ben Rosset",1.8086
480,481,12002,Jambo,2,2,45.0,45,45,2004.0,7.04701,6.85053,7462,12.0,"Action Point Allowance System, Hand Management, Set Collection",9177,"Card Game, Economic",Rüdiger Dorn,2.0729
482,483,155362,Ca$h 'n Guns (Second Edition),4,8,30.0,30,30,2014.0,7.03111,6.84665,8517,10.0,"Player Elimination, Simultaneous Action Selection, Take That, Variable Player Powers",12951,"Bluffing, Fighting, Humor, Mafia, Negotiation, Party Game",Ludovic Maublanc,1.2746
484,485,1345,Genoa,2,5,90.0,60,120,2001.0,7.12486,6.84266,5551,12.0,"Auction/Bidding, Dice Rolling, Grid Movement, Pick-up and Deliver, Set Collection, Trading",6679,"Negotiation, Renaissance",Rüdiger Dorn,3.0845
485,486,117959,Las Vegas,2,5,30.0,30,30,2012.0,7.09124,6.84079,5925,8.0,"Area Control / Area Influence, Dice Rolling",7478,Dice,Rüdiger Dorn,1.2067
486,487,21882,Blue Moon City,2,4,60.0,60,60,2006.0,7.05474,6.84012,6867,10.0,"Area Control / Area Influence, Grid Movement, Hand Management, Modular Board, Set Collection",6422,"City Building, Fantasy",Reiner Knizia,2.3006
487,488,7717,Carcassonne: The Castle,2,2,30.0,30,30,2003.0,7.08742,6.83973,6624,8.0,"Area Control / Area Influence, Area Enclosure, Tile Placement",9590,"City Building, Medieval","Reiner Knizia, Klaus-Jürgen Wrede",1.9842
488,489,9440,Maharaja: The Game of Palace Building in India,2,5,90.0,90,90,2004.0,7.16135,6.83887,4553,12.0,"Area Control / Area Influence, Point to Point Movement, Route/Network Building, Simultaneous Action Selection, Variable Player Powers",5079,City Building,"Michael Kiesling, Wolfgang Kramer",3.1975
490,491,69789,Ascension: Deckbuilding Game,1,4,30.0,30,30,2010.0,7.03895,6.83504,9519,13.0,"Card Drafting, Deck / Pool Building, Hand Management",10242,"Card Game, Fantasy","John Fiorillo, Justin Gary",2.1549
491,492,12902,Carcassonne: The City,2,4,37.5,30,45,2004.0,7.20882,6.83206,3887,8.0,"Area Control / Area Influence, Tile Placement",5639,"City Building, Medieval",Klaus-Jürgen Wrede,2.2668
493,494,483,Diplomacy,2,7,360.0,360,360,1959.0,7.05692,6.83054,10377,12.0,"Area Control / Area Influence, Area Movement, Player Elimination, Simultaneous Action Selection",16847,"Bluffing, Negotiation, Political, Post-Napoleonic, Wargame",Allan B. Calhamer,3.3623
497,498,20100,Wits & Wagers,3,7,25.0,25,25,2005.0,6.97359,6.82826,10786,10.0,"Betting/Wagering, Paper-and-Pencil",14776,"Bluffing, Party Game, Trivia",Dominic Crapuchettes,1.2221
498,499,1041,San Marco,3,4,90.0,90,90,2001.0,7.18464,6.82635,3906,10.0,"Area Control / Area Influence, Card Drafting",4028,"Medieval, Political","Alan R. Moon, Aaron Weissblum",2.6867
501,502,171499,Cacao,2,4,45.0,45,45,2015.0,7.13639,6.82447,4977,8.0,"Area Control / Area Influence, Hand Management, Tile Placement",6309,"Economic, Farming, Territory Building",Phil Walker-Harding,1.8162
504,505,8125,Santiago,3,5,75.0,75,75,2003.0,7.13894,6.82222,4450,10.0,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation, Tile Placement",3985,"Farming, Negotiation","Claudia Hely, Roman Pelek",2.4927
506,507,169124,Flick 'em Up!,2,10,37.5,30,45,2015.0,7.11752,6.82168,4979,7.0,"Partnerships, Pick-up and Deliver",9683,"Action / Dexterity, American West, Fighting","Gaëtan Beaujannot, Jean Yves Monpertuis",1.3423
507,508,2955,Mexica,2,4,90.0,90,90,2002.0,7.20025,6.82109,3795,10.0,"Action Point Allowance System, Area Control / Area Influence, Area Enclosure, Grid Movement, Tile Placement",5701,"Abstract Strategy, City Building, Territory Building","Michael Kiesling, Wolfgang Kramer",2.7538
509,510,13642,Louis XIV,2,4,87.5,75,100,2005.0,7.10379,6.81791,5061,12.0,"Area Control / Area Influence, Hand Management, Modular Board, Set Collection",6053,"Age of Reason, Card Game, Political",Rüdiger Dorn,3.0069
511,512,2453,Blokus,2,4,20.0,20,20,2000.0,6.92725,6.81752,18077,5.0,"Area Enclosure, Hand Management, Tile Placement",22655,"Abstract Strategy, Territory Building",Bernard Tavitian,1.7875
514,515,66356,Dungeons & Dragons: Wrath of Ashardalon Board Game,1,5,60.0,60,60,2011.0,7.20602,6.81503,4835,12.0,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers",9436,"Adventure, Exploration, Fantasy, Miniatures","Peter Lee, Bill Slavicsek",2.6314
516,517,53953,Thunderstone,1,5,60.0,60,60,2009.0,6.99142,6.81284,9264,12.0,"Card Drafting, Deck / Pool Building, Hand Management",9825,"Card Game, Fantasy, Fighting",Mike Elliott,2.5041
517,518,71721,Space Hulk: Death Angel ? The Card Game,1,6,30.0,30,30,2010.0,6.99378,6.81276,10382,13.0,"Action / Movement Programming, Co-operative Play, Dice Rolling, Hand Management, Variable Player Powers",18473,"Card Game, Fighting, Science Fiction",Corey Konieczka,2.4118
518,519,29368,Last Night on Earth: The Zombie Game,2,6,75.0,60,90,2007.0,7.00615,6.8127,12481,12.0,"Dice Rolling, Hand Management, Modular Board, Partnerships, Roll / Spin and Move, Variable Player Powers",16293,"Fighting, Horror, Miniatures, Zombies",Jason C. Hill,2.2914
522,523,40628,Finca,2,4,45.0,45,45,2009.0,7.05999,6.80972,5810,10.0,"Commodity Speculation, Set Collection",5469,"Economic, Farming","Wolfgang Sentker, Ralf zur Linde",2.089
524,525,240,Britannia,3,5,240.0,240,240,1986.0,7.22411,6.80715,3684,12.0,"Area Movement, Dice Rolling, Variable Player Powers, Voting",5222,"Civilization, Medieval, Wargame",Lewis Pulsipher,3.1693
525,526,161417,Red7,2,4,17.5,5,30,2014.0,7.00129,6.80545,7867,9.0,"Hand Management, Player Elimination, Set Collection",11882,"Card Game, Number","Carl Chudyk, Chris Cieslik",1.6747
535,536,171273,FUSE,1,5,10.0,10,10,2015.0,7.1744,6.79016,3805,10.0,"Card Drafting, Co-operative Play, Dice Rolling, Pattern Building",6023,"Dice, Real-time",Kane Klenko,1.7164
537,538,554,La Città,2,5,120.0,120,120,2000.0,7.08815,6.78859,4758,12.0,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Modular Board, Tile Placement",5981,"City Building, Civilization, Renaissance, Territory Building",Gerd Fenchel,3.2724
538,539,169654,Deep Sea Adventure,2,6,30.0,30,30,2014.0,7.1489,6.78461,3983,8.0,"Pick-up and Deliver, Press Your Luck, Roll / Spin and Move",5752,"Dice, Exploration, Nautical, Party Game","Jun Sasaki, Goro Sasaki",1.2164
